ArticleID,SentenceID,StrLabel,Label,Anchor,Publisher
70461,272420,Liberal,1,But I think the rest of this joke as it were suggests some sort of racial bias which I think comes into play he said,CNN
71275,862242,Liberal,1,The trials of Kyle Rittenhouse and Ahmaud Arbery’s killers embody a big problem with the justice systemA woman holds a sign outside the Glynn County Courthouse after jurors found William Roddie Bryan Travis McMichael and Greg McMichael guilty in the murder of Ahmaud Arbery in Brunswick Ga on Nov,Washington post
40898,895010,Conservative,0,TEXAS TAKE Get political headlines from across the state sent directly to your inboxProsecutors said Rittenhouse instigated the incident by recklessly inserting himself into the demonstrations and using his gun with little provocation,Houston Chronicle
96621,305191,Liberal,1,Travis McMichael his father Gregory McMichael and their neighbor William Roddie Bryan all of whom are White face charges including malice and felony murder in the death of Arbery who was chased by the trio in vehicles and shot and killed by the younger McMichael in February  near Brunswick Georgia,CNN
77727,337970,Liberal,1,They’ve been arguing forever that ‘We’ve got to make the people — we’ve got to get this stuff out of our own cities,NY Times
67928,206899,Liberal,1,I never thought this day would come but God is good and I just want to tell everybody thank you thank you for those who marched those who prayed,CNN
80239,665654,Liberal,1,Bryan soon joined the pursuit after he saw an exchange between the McMichaels and Arbery during which Dunikoski said Travis McMichael asked Arbery where he was coming from and what he was doing,CNN
31886,731193,Liberal,1,Last winter Rittenhouse flew to Miami where he met with the leader of the Proud Boys a white supremacist-adjacent organization that was active in BLM counterprotests,Washington post
12221,731200,Conservative,0,Richards filed a motion Jan  asking prosecutors to return Rittenhouses rifle his ammunition his face mask and other clothing he was wearing the night of the shooting to him,Houston Chronicle
90930,796737,Liberal,1,On the stand Rittenhouse testified he was defending himself when he shot four times at Rosenbaum who he said had threatened him earlier chased him thrown a bag at him and lunged for his gun,CNN
36244,141379,Liberal,1,Lee Merritt the lead counsel in a civil lawsuit brought by the Arbery family blasted what were expected to be the defense’s arguments during the trial particularly the idea that Travis McMichael acted out of self-defense,NY Times
23199,993347,Liberal,1,This is something Black America sees all the time but White Kenosha White Wisconsin and White America don’t get it,Washington post
75529,895048,Conservative,0,There are far too many questions about how this case was handled and why it took  days for two of the killers to be arrested and charged in Mr Arbery’s death,Chicago Tribune
36556,829522,Conservative,0,The modern-day lynching of Mr Arbery is yet another reminder of the vile and wicked racism that persists in parts of our country said the Rev,Chicago Tribune
31865,174164,Liberal,1,Stand-your-ground policies which have been championed by the National Rifle Association drew national criticism in  when George Zimmerman a Hispanic neighborhood watch captain in Florida followed and killed Trayvon Martin,Washington post
61734,632920,Liberal,1,In opening statements the prosecution said evidence would show Rittenhouse chased down and fatally shot Rosenbaum  and then shot at three other people who tried to confront what they believed to be an active shooter,CNN
44790,239704,Liberal,1,Prosecutors have portrayed Rittenhouse as the instigator of the bloodshed while his lawyer has argued that he acted in self-defense suggesting among other things that Rittenhouse feared his weapon would be taken away and used against him,Los Angles
47445,960606,Liberal,1,If this doesnt convince our Senators that we need a hate crime bill in Georgia it takes my mind back to the days of lynching the days of slavery and before our civil rights where people thought the murder of innocent people of color was OK she said,CNN
63288,108641,Conservative,0,KYLE RITTENHOUSE FOUND NOT GUILTY ON ALL COUNTS IN KENOSHA TRIALKyle Rittenhouse during his trial at the Kenosha County Courthouse in Kenosha Wisconsin on Nov,Fox
37432,501860,Conservative,0,I think without commenting on your verdict the verdicts themselves just in terms of your attentiveness and the cooperation that you gave to us justifies the confidence that the founders of our country placed in you so I dismiss you at this time,Fox
54955,665708,Conservative,0,Schroeder barred the evidence in a pretrial hearing because the judge said he believed it could prejudice jurors against Rittenhouse,Chicago Tribune
47445,370797,Liberal,1,Under this amended code a person convicted of a misdemeanor hate crime would face at least three months but no more than  in prison,CNN
29854,305268,Liberal,1,But just because the -year-old was found not guilty on all five charges he faced does not mean he is morally innocent,Washington post
82210,469108,Liberal,1,I think we can also agree that we should not have -year-olds running around our streets with AR-s because this is exactly what happens he said,CNN
17855,567416,Liberal,1,Assessing Kyle Rittenhouses AcquittalReaders react to the verdict discuss Americas self-defense laws and make connections to the Ahmaud Arbery case,NY Times
43244,764030,Liberal,1,The acquittal of Kyle Rittenhouse on murder charges has raised the specter legal experts say that armed vigilantes may descend on social justice protests at a time of deepening bitterness between Americas conservatives and progressives,Los Angles
60662,927880,Liberal,1,On cross-examination Richards pointed out the small injuries from soot on Rosenbaums hand and said So that hand was over the barrel of Mr Rittenhouses gun when his hand was shot,Los Angles
10236,436361,Liberal,1,In cross-examination he said he pointed the gun at Rosenbaum during the chase even though he knew that was a dangerous thing to do,CNN
11667,960652,Liberal,1,Mr Rubin portrayed Mr McMichael as a selfless helper saying he had felt a duty to protect his neighborhood which had suffered a series of property crimes before the afternoon of Feb   when the killing occurred,NY Times
75972,632981,Conservative,0,Jason Sheffield one of Travis McMichaels’ attorneys said the weeping caused some jurors to look and see Jackson an icon whose autographed picture hung in my mother’s loft for decades,Chicago Tribune
79793,600219,Liberal,1,Mr Huber who died had come to downtown Kenosha in August  to participate in protests of the police shooting Mr Rosenbaum who was also killed had joined the crowd for reasons that are unclear and Mr Grosskreutz was in Kenosha to volunteer as a medic at the protests,NY Times
24982,108701,Liberal,1,The lawyer Alan Tucker said in an interview that he had leaked the video to dispel rumors that he said had fueled tension in the community,NY Times
94335,141471,Liberal,1,You have a Black victim who is perceived as being involved in some sort of criminal activity said Chris Burbank a former police chief and a vice president at the Center for Policing Equity,Washington post
97511,698527,Liberal,1,But Richards said Rittenhouse didnt stop to help because the crowd wanted to kill him and instead ran toward police,Los Angles
46814,731303,Conservative,0,Travis McMichael took the witness stand to testify that he opened fire in self-defense after Arbery ran at him and tried to grab his shotgun,Chicago Tribune
60689,108717,Liberal,1,Everyone has an opinion that the South is racist but I find African Americans and whites really get along well here said Bill Hestor who works as a dock master at a marina not far from the courthouse,Los Angles
16391,370873,Liberal,1,The Washington PostAlthough prosecutors have largely avoided allegations of racial profiling telling the jury they need not prove the defendants’ motives many Black Americans say they see the case as inseparable from race,Washington post
75644,239807,Liberal,1,Prosecutors argued that in February  the men set out in two pickup trucks in an effort to detain Mr Arbery an avid jogger and former high school football player who spent nearly five minutes trying to run away from them,NY Times
80564,207044,Conservative,0,In an e-mail to the Tribune Binger said he had not seen the interview or paid attention to comments made since the verdict,Chicago Tribune
28016,141509,Liberal,1,At some point during the pursuit she said Gregory McMichael who was armed with a handgun said to Mr Arbery Stop or I’ll blow your fucking head off language she said that indicated an intent to harm Mr Arbery not simply talk to him,NY Times
24539,469190,Conservative,0,He told them citizen’s arrests can be made only if a crime has taken place in the presence of the person making the arrest or within his immediate knowledge,Houston Chronicle
68970,600264,Liberal,1,Bryan made the video of the chase and the shooting and without Roddie Bryan there is no case Gough said,CNN
55133,436444,Liberal,1,Dunikoski countered Travis McMichael didnt follow his training and couldnt have been adhering to de-escalation techniques when he chased Arbery -- his armed father cursing at Arbery from his truck bed -- and then exited his truck with a shotgun,CNN
97511,534752,Liberal,1,Rittenhouse then wounded Gaige Gross- kreutz  a protester from West Allis Wisconsin who had a gun in his hand as he stepped toward Rittenhouse,Los Angles
68936,665831,Liberal,1,I thought if I were to be knocked out he would have stomped my face in if I didnt fire,CNN
85446,239848,Conservative,0,Binger unsuccessfully sought to introduce a pair of videos including one that showed Rittenhouse appearing to punch a girl who was fighting his sister a couple of months before the shootings and another in which Rittenhouse is heard commenting that he would like to shoot some men he thought were shoplifting from a pharmacy,Houston Chronicle
46603,338157,Liberal,1,He had pleaded not guilty and said during his trial testimony that he hoped taking the stand would lead to leniency in his case,CNN
62484,895213,Liberal,1,White innocence — the refusal to know the world that racism creates in order to avoid responsibility for that world — threatens to choke the life out of our democracy,Washington post
20930,993519,Conservative,0,Rittenhouse has pleaded not guilty to all counts and his attorneys are expected to argue that he acted in self-defense,Houston Chronicle
67928,403696,Liberal,1,The defendants each faced the same nine counts and verdicts were as follows· Travis McMichael who fatally shot Arbery is guilty on all charges malice murder four counts of felony murder two counts of aggravated assault false imprisonment and criminal attempt to commit a felony· His father Gregory McMichael who rode armed in the bed of a pickup as his son pursued Arbery is not guilty of malice murder but guilty on the other eight charges,CNN
48979,895216,Liberal,1,Judge Timothy Walmsley sentenced the McMIchaels to life in prison without the possibility of parole while Bryan was sentenced to life in prison with the possibility of parole,CNN
27494,108790,Liberal,1,We look forward to a fair and speedy trial and to the day when Mr Bryan is released and reunited with his family Gough said in a statement,CNN
75032,698617,Liberal,1,Prosecutors accused the defense of striking Black potential jurors based on their race -- which is illegal -- but the judge rejected the claim,Los Angles
52961,600317,Liberal,1,Kyle Rittenhouse a teenager who shot and killed two men and wounded another as violent protests against police brutality engulfed Kenosha last year was acquitted of all charges Friday in a closely watched case that has amplified bitter national debate over guns vigilantism and law and order,Los Angles
88492,272659,Liberal,1,There was probably more people armed with weapons than not throughout the entire course of the civil unrest he said,NY Times
45256,502035,Conservative,0,Roddie Bryan is not now and has never been more than a witness to the shooting Gough said in a statement on the case Monday,Chicago Tribune
77727,370966,Liberal,1,He said he couldn’t recall who among them created the Guard’s first event a muster in Civic Center Park on the afternoon of June  the same time and place as Kenosha’s first organized Kneel for Nine event advertised with a Gadsden Don’t Tread on Me flag and billed as a peaceful armed assembly to deter lootingrioting,NY Times
16391,502040,Liberal,1,It’s definitely going to deplete us in our spirit if justice doesn’t prevail and it’s going to grieve a lot of people Goodwill said,Washington post
77562,895259,Liberal,1,Others see him as a vigilante and police wannabe who never should have been armed in Kenosha in the first place,Los Angles
31865,796958,Liberal,1,With Joe Biden in the White House gun-grabbers here in Georgia are working overtime to attack our gun rights at the state level too warns a webpage gathering contact info and donations for the group Georgia Gun Owners,Washington post
45045,567587,Liberal,1,Cellphone video from the Feb   shooting -- replayed in court Thursday -- shows Arbery running around the back of McMichaels pickup truck after McMichael first points the shotgun while standing next to the open drivers side door,Los Angles
18065,403749,Liberal,1,Members of the Editorial Board and areas of focus Deputy Editorial Page Editor Karen Tumulty Deputy Editorial Page Editor Ruth Marcus Associate Editorial Page Editor Jo-Ann Armao education DC affairs Jonathan Capehart national politics Lee Hockstader immigration issues affecting Virginia and Maryland David E,Washington post
77727,436526,Liberal,1,A few weeks later Rittenhouse’s mother Wendy appeared as Michelle Malkin’s guest at a Waukesha County Republican women’s group event where McKenna was the M,NY Times
95709,731443,Conservative,0,But he said the added attention including the scrutiny from the authorities had come as a shock to his client a mechanic who had since lost his job and received threats,Houston Chronicle
25707,764212,Liberal,1,Bobby HavenAPWHAT IF Ahmaud Arbery had been white What if the two men who confronted Mr Arbery before one of them shot and killed him had been black What if the graphic video showing a young man needlessly gunned down while on a Sunday afternoon jog had not been anonymously posted to the Internet but instead had been kept hiddenWe all know the terrible answers,Washington post
77727,338229,Liberal,1,On his show Carlson said After last night’s riots in Kenosha both the city’s Democratic mayor and the governor of Wisconsin Democrat Tony Evers took the side of the rioters,NY Times
95709,796987,Conservative,0,Reports suggest Tucker had consulted with the McMichael family in some capacity during the investigation although it is not clear to what extent,Houston Chronicle
36556,960832,Conservative,0,Zimmerman was not charged initially after claiming self-defense under Florida’s stand your ground law which provides immunity to people who use lethal force out of fear for their lives,Chicago Tribune
56458,993602,Liberal,1,Read moreAhmaud Arbery’s killing in Georgia puts an unusually bright spotlight on prosecutor accountabilityDefense says Ahmaud Arbery to blame for his death in murder trial’s closing argumentsFormer prosecutor indicted over Ahmaud Arbery case accused of helping shield suspects in fatal shooting,Washington post
36244,436554,Liberal,1,A second and perhaps more remarkable pillar of the defense strategy will be its reliance on Georgia’s Civil War-era citizen’s arrest statute which came under scrutiny as a result of Mr Arbery’s killing and was significantly weakened earlier this year by the Republican-controlled State Legislature,NY Times
97511,239952,Liberal,1,Jurors heard starkly different portrayals of Kyle Rittenhouse -- instigator or victim -- in opening statements at his trial Tuesday on charges related to his shooting of three people on the streets of Kenosha during a turbulent protest against racial injustice,Los Angles
45257,764249,Conservative,0,The guilty verdicts against the men handed down the day before Thanksgiving prompted a victory celebration outside the Glynn County courthouse for those who saw Arbery’s death as part of a larger national reckoning on racial injustice,Chicago Tribune
61559,371034,Liberal,1,The man who made the video William Roddie Bryan  claims he did nothing but use his truck to help chase down Arbery,Washington post
70461,764250,Liberal,1,The jurors mentality shows his bias and callousness and he should be nowhere near the jury box in this case Justin Blake told CNN,CNN
77727,764252,Liberal,1,We saw earlier what went on in the back with those idiots back there he said in apparent reference to the altercations,NY Times
80239,928101,Liberal,1,Following the states opening Judge Timothy Walmsley declined to grant a mistrial after defense attorneys complained prosecutors inappropriately raised the issue of the time-lapse between Arberys shooting and the arrest of the defendants in her opening statement Walmsley had previously ruled any mention of this period should not be made in front of the jury,CNN
24537,633192,Conservative,0,It was obvious that he was attacking me that if he would have gotten the shotgun from me then this was a life or death situation and I’m going to have to stop him from doing this so I shot,Houston Chronicle
43163,436588,Liberal,1,Two days earlier a White police officer shot and injured Jacob Blake a Black man setting off protests and then rioting,Washington post
43232,436595,Liberal,1,But looking at the events in this way obscures what precipitated these shootings A -year-old with an assault weapon was misguidedly taking the law into his own hands,Los Angles
66470,174458,Liberal,1,Jason Lackowski another prosecution witness and one of the armed men who was in Kenosha that night with the goal of protecting property told the court last week that Mr Rosenbaum was a babbling idiot downplaying the threat that Mr Rosenbaum might have posed to Mr Rittenhouse,NY Times
71336,141693,Conservative,0,Susan Hughes the late Anthony Hubers great aunt is sworn in during Kyle Rittenhouses trial at the Kenosha County Courthouse in Kenosha Wisconsin on Nov,Chicago Tribune
46814,240009,Conservative,0,He and Greg McMichael thought they were helping their community thought they were helping police catch someone said Robert Rubin an attorney for Travis McMichael,Chicago Tribune
12487,993691,Conservative,0,An outcry over the Feb  shooting of Arbery has intensified after cellphone video that lawyers for Arberys family say shows him being shot to death by two white men,Chicago Tribune
31549,338334,Liberal,1,Very frustrating jury selection processOut of the  prospective jurors who arrived for the Rittenhouse trial the final  needed for trial were whittled down in a day,CNN
32624,698793,Liberal,1,While he ultimately ruled the case could go forward since the defense could provide valid reasons beyond race for why the jurors were dismissed Walmsley said This court has found that there appears to be intentional discrimination,CNN
45256,666035,Conservative,0,Bryans video of the shooting was taken from the drivers seat of a vehicle following Arbery as he runs along a residential street,Chicago Tribune
31875,502201,Liberal,1,State authorities opened an investigation this spring into Johnson and a neighboring prosecutor’s handling of the case that stretched for months without arrests after viral video led some to compare the -year-old Black man’s killing to a lynching,Washington post
96621,272828,Liberal,1,He also asked the court to take proactive measures to make sure the presence of people in the gallery do not violate his clients rights,CNN
27494,403901,Liberal,1,According to Georgias former law private citizens could arrest someone if they had immediate knowledge or reasonable suspicion the person had committed a crime,CNN
59592,403903,Conservative,0,There are moments Phillips has said to me and I’ve said to her ‘Sometimes when you leave I don’t know if you will come back,Chicago Tribune
68970,338371,Liberal,1,The defense attorney conceded many crimes were not reported and reminded jurors that some of the McMichaels neighbors testified they didnt call  because the crimes were already over and the perpetrators gone,CNN
63062,633292,Conservative,0,Ahmaud Arbery case Georgia men sentenced in  murder of unarmed Black manThe three men were convicted in NovemberThree Georgia men were sentenced Friday for the murder of Ahmaud Arbery an unarmed Black man who was running through a mostly White neighborhood outside Brunswick,Fox
71336,895443,Conservative,0,Though only  members will deliberate on a verdict the panel includes a special education teacher a pharmacist several gun owners and a woman who described her fears during the chaotic protests,Chicago Tribune
87375,666070,Liberal,1,This is an event that is literally literally at the courthouse door with more people than I could count outside Gough said,CNN
71336,141786,Conservative,0,As Blake opened the door and leaned into the SUV Sheskey grabbed his shirt from behind and opened fire while Blake had his back turned,Chicago Tribune
20195,469466,Liberal,1,He took exception to news stories about him not allowing the men Rittenhouse shot to be called victims letting Rittenhouse play a minor role in determining which jurors were alternates and not yet ruling on the defense motion for a mistrial,Los Angles
19370,371166,Liberal,1,Protests erupted in Minneapolis and other cities around the country including Atlanta Portland New York and Chicago in the days following Mr Floyd’s death,NY Times
23199,731614,Liberal,1,Prosecutors on Monday echoed their arguments that the software used to zoom in on the footage was widely accepted by forensic investigators,Washington post
36244,895483,Liberal,1,The prosecution is being handled by the Cobb County Ga district attorney’s office where a spokesperson declined to comment last week,NY Times
89721,928260,Liberal,1,HandoutVia ReutersGetting dressed for my morning run I found myself wondering what I could wear that wouldn’t scare anyone in my neighborhood in Baltimore,Washington post
89329,895494,Liberal,1,For a lot of people Rittenhouse is the face of gun owners in America said David Yamane a sociology professor at Wake Forest University who studies gun culture,Los Angles
71336,567816,Conservative,0,On Aug   three Kenosha police officers including Rusten Sheskey who is white were dispatched to a residence in Kenosha Wisconsin after Laquisha Booker called police reporting that her partner Blake had taken the keys to her rental vehicle a gray Dodge SUV which he would not return to her,Chicago Tribune
83213,207376,Liberal,1,After holding one minute of silence in the courtroom -- a minute that the judge said represented a fraction of the time Arbery ran through the Satilla Shores community near Brunswick -- Walmsley said he kept coming back to the terror that must have been in the mind of the young man,Los Angles
89225,469522,Liberal,1,Kyle Rittenhouse who appeared to join such activity and has been a fan of the Blue Lives Matter movement was charged with killing of two people in Kenosha Wisconsin Separately two members of Blue Lives Matter were arrested with illegal possession of a haul of weapons outside Kenosha,Washington post
96621,174610,Liberal,1,Gough pointed to the surveillance video showing Bryan on his front porch when he notices Arbery running by with the McMichaels chasing,CNN
91787,305682,Liberal,1,Journalists are reexamining their reliance on a longtime source The policeBut for Larry Hobbs who wrote that first short news article doubts about the case were raised at the onset,Washington post
85446,174615,Conservative,0,Among his highest-profile cases was the  homicide trial of Mark Jensen who was accused of poisoning and smothering his wife,Houston Chronicle
67508,633371,Conservative,0,In a -minute panel discussion with Kirk and others there was a brief reference to one of the men Rittenhouse fatally shot according to local media,Houston Chronicle
77727,502300,Liberal,1,When I told him several people I’d talked to accused him and his group of being white supremacists he denied it and pointed out that some of the men with guns in the photo were Black and Latino,NY Times
66510,567840,Conservative,0,You often hear the victims arent on trial but in a sense they are - their conduct is being assessed here Were they the aggressors Did they unjustifiably create a threat to himThe judge has already ruled on a flurry of pretrial motions on whether statements and damaging information about Rittenhouse or the shooting victims could be included as evidence,Houston Chronicle
11667,961057,Liberal,1,In Trial Opening Two Starkly Different Views of Ahmaud Arbery’s DeathThe New York Times November   Friday  ESTThe prosecutor said Mr Arbery had come under attack,NY Times
17691,928290,Liberal,1,Calling the trial the most important case in Georgia history Ronald Carlson chair of law emeritus at the University of Georgia said prosecutors were wise in not overplaying the racial dimensions of the case,Los Angles
90930,666146,Liberal,1,The two sheets signed Friday involved the fatal shooting of Joseph Rosenbaum and the charge of reckless endangerment of a man who was near Rittenhouse during the shooting,CNN
84748,109089,Liberal,1,Laura Hogue a lawyer representing Gregory McMichael said Arbery was not an innocent victim but a recurring nighttime intruder who repeatedly plundered through an empty house under construction,Los Angles
75972,666156,Conservative,0,Jackson acknowledged that Arbery’s mother wept very quietly in the courtroom after prosecutors showed a photo of her son to a witness,Chicago Tribune
39263,207405,Liberal,1,The video garnered widespread public attention and protesters gathered outside the courthouse after a preliminary hearing in the case could be heard chanting All lives matter when black lives matter according to CNN affiliate WJXT,CNN
66470,567874,Liberal,1,Under cross-examination by a lawyer for Mr Rittenhouse Mr Grosskreutz gave testimony that suggested his role in the events of Aug   was complicated,NY Times
58783,895557,Liberal,1,Friend Who Bought Kyle Rittenhouse’s Gun Gets Reduced ChargesDominick Black a friend of Mr Rittenhouse had been accused of two felonies for buying the weapon,NY Times
80828,567881,Conservative,0,A spokesperson for Fox News and Fox Nation the networks streaming service did not respond to a request for comment early Saturday,Houston Chronicle
20813,764490,Liberal,1,We hold our breath waiting for our Black sons and daughters to make it home alive from wherever they are -- school church birthday parties the grocery store the mall a walk in the park -- because some hateful White person could kill them without regard or rebuke -- and get away with it,CNN
52628,993872,Liberal,1,In a pretrial hearing prosecutors read a text message from November  in which Travis McMichael used a racist slur about Black people as he described the idea of shooting a crackhead with gold teeth,NY Times
33320,109148,Liberal,1,James Cornsilk Laura Dyan KezmanThe Washington PostRittenhouse had traveled to Kenosha from his home in Antioch Illinois to join armed civilians who took to the city’s streets amid the unrest when he shot the three men,Washington post
18023,436828,Conservative,0,Lawyers for the men have argued that they believed Arbery was behind a rash of thefts and break-ins in the neighborhood and were trying to detain him until police arrived,Fox
35460,993887,Liberal,1,Because how can America ever get over hate if we don’t confront itBarry Paschal a spokesperson for the US attorney’s office for the Southern District of Georgia said Justice Department guidelines prevent officials from discussing anything related to pleas,Washington post
52961,436832,Liberal,1,Despite the outcome of the case Rob Kovach president of Wisconsin Firearm Owners an affiliate of the National Rifle Association said he was concerned about the state of gun rights,Los Angles
89329,535142,Liberal,1,Then on Aug  a white Kenosha police officer responding to a domestic disturbance call shot Blake who investigators said was armed with a knife,Los Angles
98276,436839,Conservative,0,This racial ideology may be more pronounced in some parts of the nation like the US South but my research shows that this racial order is present above below and across the Mason-Dixon Line,Houston Chronicle
29239,961128,Conservative,0,In January  CNN settled a multimillion-dollar defamation lawsuit filed by Sandmann – who became known as the Covington kid – over the liberal network’s botched coverage of a viral confrontation with a Native American elder that had portrayed the Kentucky teen as the aggressor,Fox
47399,698992,Liberal,1,That evening at around  Mr McMichael left his house to fill up his car and saw a figure darting across the street and then hiding in the shadows,NY Times
82210,928373,Liberal,1,In response defense attorney Mark Richards said Rittenhouse did not act recklessly when he fatally shot Rosenbaum who Richards argued had threatened him chased him thrown a plastic bag at him and lunged for his gun,CNN
23199,993920,Liberal,1,Robert OHarrow  Joyce Lee Elyse SamuelsTWPDuring one of the most dramatic moments of the trial Schroeder lit into Binger the prosecutor for questions regarding Rittenhouse’s decision to avoid talking about the shootings in any detail before testifying last week,Washington post
29771,371333,Conservative,0,Ahmaud Arbery case Defense attorney to seek new trial after his client was found guilty of murderWilliam Roddie Bryan was found guilty on three counts of felony murder and other chargesAhmaud Arbery trial Jury finds Travis McMichael guilty on all counts two others guilty of murderA judge announces the jurys verdicts in the case of Ahmaud Arberys death,Fox
82110,600712,Conservative,0,However no one should ever take the law into their own hands or attempt to make themselves the judge jury and executioner Lightfoot said,Chicago Tribune
63923,273034,Liberal,1,Mr Balch said he was concerned that Mr Rittenhouse’s youth and the general way he was carrying himself might make him vulnerable on the street,NY Times
75529,699024,Conservative,0,Shortly after the video’s leak Gregory McMichael  and his son Travis McMichael  were arrested and charged with murder and aggravated assault,Chicago Tribune
56203,502427,Liberal,1,The judge has not yet ruled upon a defense motion to keep out of court the fact that Travis McMichael displayed on his pickup truck an image of the old Georgia State flag which incorporates the Confederate battle flag,NY Times
32654,666269,Liberal,1,Mr Arbery was a natural mimic and Mr Baker remembered laughing at his impressions on weekday mornings while sitting next to him on the bus,NY Times
23199,797342,Liberal,1,What I can reiterate for you is the president’s view that we shouldn’t have broadly speaking vigilantes patrolling our communities with assault weapons Psaki said,Washington post
80564,273061,Conservative,0,Rittenhouse spent more than  days in jail including several weeks in a Kenosha facility that he said didn’t have running water,Chicago Tribune
39958,633509,Liberal,1,First-degree recklessly endangering safety use of a dangerous weaponCount  states Rittenhouse recklessly endangered the safety of Richard McGinniss -- a journalist with the conservative Daily Caller -- under circumstances that show utter disregard for human life,CNN
71275,862888,Liberal,1,There are accurate accounts out there depicting how the criminal legal system operates when the rest of the country isn’t watching,Washington post
62695,928426,Liberal,1,Attorney Thomas Binger told jurors during closing arguments Monday asking them to think back on the video theyd watched of the moments before Rittenhouse shot -year-old Joseph Rosenbaum,Los Angles
56458,961199,Liberal,1,AdvertisementTrue justice looks like a Black man not having to worry about being harmed — or killed — while on a jog while sleeping in his bed while living what should be a very long life he tweeted,Washington post
19370,961201,Liberal,1,Mr Rittenhouse who had returned to his home in Antioch Illinois after the shooting was arrested there the morning after the shootings,NY Times
43244,436918,Liberal,1,Some fear a surge in armed vigilantes Legal experts say the Rittenhouse acquittal could lead to more clashes at protests,Los Angles
21173,600763,Conservative,0,Extradition proceedings typically are technical matters that don’t focus on the substance of the alleged crimes but Rittenhouse’s lawyers have tried to block his transfer by arguing he fired in self-defense and is the target of a political prosecution,Chicago Tribune
48979,535228,Liberal,1,For the McMichaels that additional time will be served concurrent to each other but consecutive to the life sentence Walmsley ruled,CNN
97511,469693,Liberal,1,You as jurors will end up looking at it from the standpoint of a -year-old under the circumstances as they existed defense attorney Mark Richards said,Los Angles
63833,174785,Liberal,1,I just want people to know that he was a very good young man and he loved the people and I just want people to remember him as a good-hearted young man his father Marcus Arbery Sr,CNN
75644,764610,Liberal,1,Mr McMichael testified that he feared that Mr Arbery who had no weapon would get control of the shotgun from him and threaten his life,NY Times
95709,600771,Conservative,0,Tucker said he would not be representing anyone else involved in the case as the authorities announced Friday that they were pursuing a number of leads including investigating the man who took the video,Houston Chronicle
36244,961220,Liberal,1,You have somebody who was watching after their neighborhood if you want to use that generic phrase and saw somebody who they thought didn’t belong there and took it within their own hands to do something about it,NY Times
39835,961223,Liberal,1,Mr Rittenhouse walked toward police vehicles with his arms raised but they drove past him trying to reach the people who had been shot,NY Times
72633,240329,Conservative,0,Its no surprise that Rittenhouses trial has taken off on social media said Kelli Boling an assistant professor at University of Nebraska-Lincoln who has researched true-crime audiences,Houston Chronicle
94335,993993,Liberal,1,But even putting a hand over a bullet hole to stanch bleeding can be hugely important he said and preservation of life — such as monitoring a person’s breathing — should come before setting up the perimeter with crime scene tape,Washington post
62373,305870,Liberal,1,Mr Black testified that he stayed on the roof of a building at one of the car lots because he thought it would be safer than mixing with agitated crowds that included people lighting fires and throwing rocks,NY Times
35208,207572,Liberal,1,In his closing argument Kevin Gough the lawyer for Mr Bryan distanced his client from the McMichaels pointing out that Mr Bryan who goes by Roddie did not even know Travis McMichael and had only passing interactions with Gregory McMichael,NY Times
43471,338646,Conservative,0,Rittenhouse said he fired at Grosskreutz when the other man lunged forward with his pistol pointed directly at my head,Houston Chronicle
88684,174806,Liberal,1,And the Arbery case was potentially more explosive because it was so specifically about race — and because it had such specific historical resonance,Washington post
89179,830183,Conservative,0,According to FreeKyleUSA social media which the Rittenhouse family operates the family is trying to secure another company to handle merchandising,Chicago Tribune
30387,469740,Conservative,0,Blake’s uncle Justin told the Tribune that he considered the remark a dig at his family but he wanted to focus on getting justice for the men Rittenhouse shot,Chicago Tribune
24982,666357,Liberal,1,An autopsy report showed Mr Arbery was shot twice in the chest and had a third wound on a wrist,NY Times
55236,600830,Conservative,0,When he testified last week Rittenhouse said he brought the gun for protection but only fired it when facing peril,Houston Chronicle
49697,764674,Liberal,1,When Binger insisted it was his good-faith feeling that he could introduce the evidence Schroeder snapped I don’t believe you,Washington post
45229,469766,Liberal,1,He dismissed a White juror after the man made a joke to a police deputy about the  shooting of Blake,Washington post
71336,731911,Conservative,0,In January  his mother sought an order of protection accusing one of Rittenhouse’s classmates of bullying her son with taunts of being dumb and stupid as well as threatening to hurt him but ultimately dropped the request according to Lake County court records,Chicago Tribune
90930,862988,Liberal,1,Judge praises jurySince the shootings on August   the case pitted Americans who saw Rittenhouse as an armed teen vigilante against those who viewed him as a citizen taking up arms to protect businesses from looters and rioters,CNN
75644,764684,Liberal,1,From the beginning Mr Bryan  portrayed himself as a concerned citizen and a bystander who was drawn by the commotion and pulled out his phone to film the encounter,NY Times
84413,207637,Conservative,0,Its called being found not guilty - and by the way if thats not self-defense nothing isPresident Joe Biden had said after the verdict that while the acquittal would leave many Americans feeling angry and concerned myself included we must acknowledge that the jury has spoken,Houston Chronicle
71336,928534,Conservative,0,takeaways from the first day of testimony in Kyle Rittenhouse murder trial »The prosecution painted Rittenhouse as a chaos tourist who arrived in Kenosha amid protests over the police shooting of Jacob Blake to impose his own sense of justice,Chicago Tribune
80828,273176,Conservative,0,Kyle Rittenhouses attorney says he opposed Tucker Carlsons film crew following them during trialHours after Kyle Rittenhouse was acquitted on all charges Friday Fox News host Tucker Carlson announced that he would not only interview the teen on Monday but also had a film crew following the -year-old throughout the murder trial as part of an upcoming documentary for Fox Nation,Houston Chronicle
